InvoiceNo,InvoiceDate,StockCode,Quantity
566294,2017-10-10,21770,1
566294,2017-10-10,22114,1
566294,2017-10-10,21126,2
566294,2017-10-10,21124,1
566294,2017-10-10,21380,1
566294,2017-10-10,22089,1
566294,2017-10-10,22220,1
566295,2017-10-10,21498,1
566295,2017-10-10,21294,1
566295,2017-10-10,20754,2
566295,2017-10-10,21844,1
566295,2017-10-10,22115,2
566295,2017-10-10,21179,4
566295,2017-10-10,21181,1
566295,2017-10-10,21908,1
566295,2017-10-10,21770,5
566295,2017-10-10,20914,1
566295,2017-10-10,21189,1
566295,2017-10-10,21539,1
566296,2017-10-10,20723,1
566296,2017-10-10,21754,2
566296,2017-10-10,21629,1
566296,2017-10-10,22221,5
566296,2017-10-10,20713,2
566296,2017-10-10,21041,4
566296,2017-10-10,21925,2
566296,2017-10-10,20726,2
566296,2017-10-10,20727,1
566296,2017-10-10,20728,1
566296,2017-10-10,20996,1
566296,2017-10-10,21446,1
566296,2017-10-10,21213,1
566296,2017-10-10,21447,1
566296,2017-10-10,22139,2
566296,2017-10-10,21213,1
566297,2017-10-10,21179,1
566297,2017-10-10,20984,1
566297,2017-10-10,21900,2
566297,2017-10-10,21754,1
566297,2017-10-10,21755,3
566297,2017-10-10,20893,1
566297,2017-10-10,22066,1
566297,2017-10-10,22066,10
566297,2017-10-10,22178,1
566297,2017-10-10,22212,1
566297,2017-10-10,20728,1
566297,2017-10-10,20725,1
566297,2017-10-10,20727,1
566297,2017-10-10,20713,2
566297,2017-10-10,20713,3
566298,2017-10-10,22055,1
566298,2017-10-10,21042,1
566298,2017-10-10,21520,6
566298,2017-10-10,21519,8
566298,2017-10-10,22032,1
566299,2017-10-10,22158,1
566299,2017-10-10,22086,10
566300,2017-10-10,22158,1
566300,2017-10-10,22077,4
566300,2017-10-10,21181,15
566300,2017-10-10,21175,1
566300,2017-10-10,21174,1
566300,2017-10-10,21524,6
566301,2017-10-10,21165,5
566301,2017-10-10,21262,5
566301,2017-10-10,20725,1
566301,2017-10-10,20978,1
566301,2017-10-10,20726,1
566303,2017-10-11,21231,1
566303,2017-10-11,21415,1
566303,2017-10-11,17136,1
566303,2017-10-11,22094,1
566303,2017-10-11,21232,1
566304,2017-10-11,22158,1
566304,2017-10-11,20724,1
566304,2017-10-11,20723,2
566304,2017-10-11,20719,1
566304,2017-10-11,20728,1
566304,2017-10-11,20725,1
566304,2017-10-11,21929,3
566305,2017-10-11,22065,1
566305,2017-10-11,22197,1
566305,2017-10-11,21479,1
566305,2017-10-11,22112,1
566305,2017-10-11,22114,1
566306,2017-10-11,21210,1
566306,2017-10-11,21900,1
566306,2017-10-11,21899,1
566306,2017-10-11,22150,400
566306,2017-10-11,22196,1
566306,2017-10-11,21985,3
566307,2017-10-11,22086,3
566307,2017-10-11,21733,3
566307,2017-10-11,22113,1
566307,2017-10-11,21479,1
566307,2017-10-11,22114,1
566308,2017-10-11,22193,1
566308,2017-10-11,21915,1
566308,2017-10-11,21790,2
566310,2017-10-11,21181,1
566310,2017-10-11,21479,1
566310,2017-10-11,22112,1
566310,2017-10-11,21485,2
566310,2017-10-11,21917,1
566312,2017-10-11,21314,1
566312,2017-10-11,21429,1
566312,2017-10-11,22169,3
566312,2017-10-11,20724,1
566312,2017-10-11,20866,1
566312,2017-10-11,22065,2
566314,2017-10-11,22075,1
566314,2017-10-11,22047,1
566315,2017-10-11,21975,1
566315,2017-10-11,21977,3
566315,2017-10-11,22037,1
566315,2017-10-11,22149,1
566315,2017-10-11,16008,10
566315,2017-10-11,20838,1
566315,2017-10-11,20839,10
566315,2017-10-11,20969,1
566315,2017-10-11,22303,5
566315,2017-10-11,22302,1
566317,2017-10-11,20725,2
566317,2017-10-11,21974,1
566317,2017-10-11,21984,4
566317,2017-10-11,21980,1
566317,2017-10-11,21982,1
566317,2017-10-11,21981,6
566317,2017-10-11,22113,1
566317,2017-10-11,22114,1
566317,2017-10-11,22112,2
566317,2017-10-11,21181,1
566317,2017-10-11,21175,1
566317,2017-10-11,22086,1
566317,2017-10-11,21136,5
566318,2017-10-11,21931,10
566319,2017-10-11,21137,1
566319,2017-10-11,22113,8
566319,2017-10-11,20713,1
566319,2017-10-11,22086,1
566320,2017-10-11,22197,1
566320,2017-10-11,22174,4
566322,2017-10-11,22158,1
566323,2017-10-11,22035,3
566324,2017-10-11,22035,4
566325,2017-10-11,22035,1
566326,2017-10-11,21340,2
566326,2017-10-11,20972,1
566329,2017-10-11,21216,2
566329,2017-10-11,21115,1
566329,2017-10-11,21936,2
566329,2017-10-11,21931,1
566329,2017-10-11,20713,1
566329,2017-10-11,21929,1
566334,2017-10-11,21080,4
566334,2017-10-11,20723,1
566334,2017-10-11,21231,1
566334,2017-10-11,20972,1
566345,2017-10-11,21207,5
566345,2017-10-11,21326,2
566345,2017-10-11,20886,3
566345,2017-10-11,21206,1
566345,2017-10-11,22085,1
566345,2017-10-11,22086,4
566345,2017-10-11,20974,1
566345,2017-10-11,20726,1
566345,2017-10-11,20728,1
566345,2017-10-11,20727,1
566345,2017-10-11,21987,1
566345,2017-10-11,21988,1
566345,2017-10-11,21829,2
566345,2017-10-11,21327,3
566345,2017-10-11,21328,30
566345,2017-10-11,21329,1
566345,2017-10-11,21313,1
566345,2017-10-11,21313,1
566345,2017-10-11,22086,1
566345,2017-10-11,21818,1
566345,2017-10-11,21088,1
566345,2017-10-11,21096,16
566345,2017-10-11,21989,1
566361,2017-10-11,22077,1
566361,2017-10-11,22082,1
566364,2017-10-11,21914,18
566364,2017-10-11,21916,1
566364,2017-10-11,21918,1
566364,2017-10-11,21705,5
566364,2017-10-11,20972,1
566364,2017-10-11,22271,1
566364,2017-10-11,22151,1
566393,2017-10-11,21918,2
566394,2017-10-11,20728,2
566394,2017-10-11,22147,5
566394,2017-10-11,22296,1
566394,2017-10-11,22294,2
566394,2017-10-11,22189,1
566396,2017-10-11,22197,2
566396,2017-10-11,21918,1
566397,2017-10-11,21164,1
566397,2017-10-11,21179,1
566397,2017-10-11,21181,1
566397,2017-10-11,21181,1
566397,2017-10-11,20914,50
566397,2017-10-11,21787,3
566397,2017-10-11,21975,1
566397,2017-10-11,21588,1
566397,2017-10-11,21788,1
566397,2017-10-11,21789,1
566397,2017-10-11,21080,1
566397,2017-10-11,20728,1
566397,2017-10-11,21535,1
566397,2017-10-11,21213,1
566398,2017-10-11,21115,1
566398,2017-10-11,21624,52
566398,2017-10-11,20749,1
566399,2017-10-11,21174,2
566399,2017-10-11,21918,2
566399,2017-10-11,21790,1
566399,2017-10-11,21733,1
566399,2017-10-11,22189,3
566400,2017-10-11,22086,1
566400,2017-10-11,22141,2
566400,2017-10-11,22144,1
566400,2017-10-11,22142,1
566400,2017-10-11,22041,1
566400,2017-10-11,20725,1
566400,2017-10-11,20724,1
566400,2017-10-11,22149,1
566400,2017-10-11,22147,1
566400,2017-10-11,20750,1
566400,2017-10-11,22197,1
566400,2017-10-11,21917,3
566400,2017-10-11,21210,1
566400,2017-10-11,21974,1
566400,2017-10-11,22193,3
566400,2017-10-11,22192,1
566400,2017-10-11,22077,1
566400,2017-10-11,22082,1
566400,2017-10-11,21314,5
566402,2017-10-11,21306,1
566402,2017-10-11,21650,1
566402,2017-10-11,16219,1
566402,2017-10-11,21641,1
566402,2017-10-11,21232,1
566403,2017-10-11,20685,3
566405,2017-10-11,22086,1
566405,2017-10-11,21703,1
566408,2017-10-11,21172,2
566408,2017-10-11,21181,2
566408,2017-10-11,21918,1
566408,2017-10-11,21892,4
566408,2017-10-11,21890,25
566408,2017-10-11,21891,1
566408,2017-10-11,21790,3
566408,2017-10-11,21705,1
566408,2017-10-11,21913,2
566408,2017-10-11,21912,1
566408,2017-10-11,21479,1
566408,2017-10-11,22112,18
566408,2017-10-11,22114,1
566408,2017-10-11,21823,1
566408,2017-10-11,21774,1
566408,2017-10-11,21775,1
566408,2017-10-11,21071,8
566408,2017-10-11,22153,1
566408,2017-10-11,22154,1
566408,2017-10-11,22155,2
566408,2017-10-11,21014,1
566408,2017-10-11,22190,3
566408,2017-10-11,20758,1
566408,2017-10-11,20759,1
566408,2017-10-11,21061,3
566408,2017-10-11,21060,1
566408,2017-10-11,21058,1
566408,2017-10-11,21059,2
566408,2017-10-11,21539,1
566408,2017-10-11,20773,3
566408,2017-10-11,20774,1
566408,2017-10-11,20757,3
566408,2017-10-11,21770,1
566408,2017-10-11,21905,12
566420,2017-10-11,22197,2
566420,2017-10-11,22089,20
566420,2017-10-11,22090,1
566420,2017-10-11,22086,1
566420,2017-10-11,22086,1
566420,2017-10-11,21980,1
566420,2017-10-11,21985,20
566420,2017-10-11,22179,3
566420,2017-10-11,20972,1
566420,2017-10-11,21034,1
566421,2017-10-11,21588,1
566422,2017-10-11,20828,2
566422,2017-10-11,10135,1
566422,2017-10-11,22185,1
566422,2017-10-11,21714,1
566422,2017-10-11,21713,3
566424,2017-10-11,20713,1
566424,2017-10-11,21495,1
566424,2017-10-11,21935,1
566424,2017-10-11,22037,1
566424,2017-10-11,22179,1
566424,2017-10-11,15036,1
566424,2017-10-11,21934,3
566424,2017-10-11,20726,1
566424,2017-10-11,20727,1
566424,2017-10-11,16169,12
566424,2017-10-11,21931,1
566424,2017-10-11,20728,1
566425,2017-10-11,21931,4
566425,2017-10-11,20724,3
566425,2017-10-11,20725,1
566425,2017-10-11,20719,2
566426,2017-10-11,21668,1
566426,2017-10-11,21671,1
566426,2017-10-11,21669,1
566426,2017-10-11,21672,1
566426,2017-10-11,21670,2
566426,2017-10-11,21673,20
566427,2017-10-11,15039,1
566427,2017-10-11,21900,2
566427,2017-10-11,21329,1
566427,2017-10-11,21899,1
566427,2017-10-11,22156,1
566427,2017-10-11,21915,1
566427,2017-10-11,22138,1
566427,2017-10-11,20726,1
566427,2017-10-11,22113,1
566427,2017-10-11,22112,1
566427,2017-10-11,21485,1
566427,2017-10-11,21494,1
566427,2017-10-11,21326,1
566427,2017-10-11,21592,1
566427,2017-10-11,22150,50
566427,2017-10-11,20728,1
566427,2017-10-11,20726,1
566427,2017-10-11,21892,1
566427,2017-10-11,22147,1
566427,2017-10-11,21380,1
566428,2017-10-11,21992,50
566428,2017-10-11,22030,2
566428,2017-10-11,20984,3
566428,2017-10-11,21991,40
566428,2017-10-11,21385,1
566428,2017-10-11,22115,1
566428,2017-10-11,21733,2
566431,2017-10-11,22086,5
566431,2017-10-11,21098,1
566432,2017-10-11,16156,2
566432,2017-10-11,16161,1
566433,2017-10-11,21843,1
566433,2017-10-11,21210,2
566433,2017-10-11,21974,1
566433,2017-10-11,21928,1
566433,2017-10-11,21929,1
566433,2017-10-11,22178,1
566433,2017-10-11,21340,1
566434,2017-10-11,21714,1
566434,2017-10-11,20838,15
566434,2017-10-11,22191,1
566434,2017-10-11,22189,1
566434,2017-10-11,20713,1
566434,2017-10-11,22161,1
566434,2017-10-11,21794,1
566434,2017-10-11,21790,1
566434,2017-10-11,21890,1
566434,2017-10-11,22112,1
566434,2017-10-11,21888,4
566434,2017-10-11,22303,3
566434,2017-10-11,22302,1
566434,2017-10-11,21124,1
566434,2017-10-11,21122,1
566435,2017-10-11,21264,1
566435,2017-10-11,21340,2
566438,2017-10-11,21617,1
566440,2017-10-11,22094,20
566440,2017-10-11,22093,1
566440,2017-10-11,22091,1
566440,2017-10-11,22099,1
566441,2017-10-11,21240,2
566441,2017-10-11,21239,1
566442,2017-10-11,22078,1
566442,2017-10-11,22077,2
566442,2017-10-11,22180,1
566442,2017-10-11,22169,1
566443,2017-10-11,20984,30
566443,2017-10-11,21993,1
566443,2017-10-11,22113,1
566443,2017-10-11,22112,5
566443,2017-10-11,22180,2
566443,2017-10-11,21232,1
566444,2017-10-11,21974,1
566444,2017-10-11,22144,100
566444,2017-10-11,22142,1
566444,2017-10-11,22309,2
566444,2017-10-11,21843,1
566446,2017-10-11,15056,3
566446,2017-10-11,17012,2
566446,2017-10-11,17012,1
566446,2017-10-11,17012,1
566446,2017-10-11,17084,5
566446,2017-10-11,17084,1
566446,2017-10-11,20700,1
566446,2017-10-11,20713,3
566446,2017-10-11,20717,1
566446,2017-10-11,20723,1
566446,2017-10-11,20828,1
566446,2017-10-11,20839,1
566446,2017-10-11,21080,2
566446,2017-10-11,21086,5
566446,2017-10-11,21162,1
566446,2017-10-11,21163,1
566446,2017-10-11,21166,6
566446,2017-10-11,21172,1
566446,2017-10-11,21232,1
566446,2017-10-11,21314,1
566446,2017-10-11,21356,1
566446,2017-10-11,21381,1
566446,2017-10-11,21407,51
566446,2017-10-11,21494,1
566446,2017-10-11,21506,2
566446,2017-10-11,21627,1
566446,2017-10-11,21733,20
566446,2017-10-11,21787,1
566446,2017-10-11,21790,20
566446,2017-10-11,21803,1
566446,2017-10-11,21843,1
566446,2017-10-11,21846,1
566446,2017-10-11,21866,3
566446,2017-10-11,21867,1
566446,2017-10-11,21890,15
566446,2017-10-11,21892,2
566446,2017-10-11,21908,1
566446,2017-10-11,21912,1
566446,2017-10-11,21914,1
566446,2017-10-11,21915,1
566446,2017-10-11,21916,1
566446,2017-10-11,21918,1
566446,2017-10-11,21934,2
566446,2017-10-11,21935,1
566446,2017-10-11,21944,1
566446,2017-10-11,21982,1
566446,2017-10-11,21986,1
566446,2017-10-11,21992,1
566446,2017-10-11,22027,1
566446,2017-10-11,22029,1
566446,2017-10-11,22074,1
566446,2017-10-11,22076,7
566446,2017-10-11,22091,1
566446,2017-10-11,22095,1
566446,2017-10-11,22097,2
566446,2017-10-11,22105,1
566446,2017-10-11,22107,1
566446,2017-10-11,22109,1
566446,2017-10-11,22114,1
566446,2017-10-11,22129,1
566446,2017-10-11,22139,1
566446,2017-10-11,22173,4
566446,2017-10-11,22178,1
566446,2017-10-11,22197,1
566446,2017-10-11,22282,1
566446,2017-10-11,22300,1
566446,2017-10-11,22301,1
566446,2017-10-11,21932,1
566446,2017-10-11,21933,1
566446,2017-10-11,20728,1
566446,2017-10-11,21385,1
566447,2017-10-11,22301,1
566447,2017-10-11,21137,1
566448,2017-10-11,21462,10
566448,2017-10-11,22192,1
566448,2017-10-11,22191,1
566448,2017-10-11,22193,1
566450,2017-10-11,21915,1
566450,2017-10-11,22144,1
566450,2017-10-11,21977,1
566450,2017-10-11,21213,2
566450,2017-10-11,22197,2
566450,2017-10-11,21034,1
566451,2017-10-11,21733,3
566451,2017-10-11,21814,1
566451,2017-10-11,22178,1
566451,2017-10-11,22189,1
566451,2017-10-11,21891,1
566451,2017-10-11,21915,2
566451,2017-10-11,21381,10
566451,2017-10-11,21900,5
566451,2017-10-11,21899,1
566451,2017-10-11,22278,1
566451,2017-10-11,22276,1
566451,2017-10-11,21166,3
566451,2017-10-11,21162,1
566451,2017-10-11,20726,1
566451,2017-10-11,22111,2
566451,2017-10-11,21621,2
566451,2017-10-11,20725,3
566451,2017-10-11,20728,4
566451,2017-10-11,21693,1
566451,2017-10-11,22212,1
566451,2017-10-11,22151,1
566451,2017-10-11,22152,4
566451,2017-10-11,21811,3
566451,2017-10-11,21812,3
566451,2017-10-11,21813,1
566451,2017-10-11,21820,1
566451,2017-10-11,21428,2
566451,2017-10-11,20992,2
566451,2017-10-11,22219,1
566451,2017-10-11,16258,1
566451,2017-10-11,22295,2
566451,2017-10-11,21820,1
566451,2017-10-11,16248,50
566451,2017-10-11,22092,10
566451,2017-10-11,22091,5
566451,2017-10-11,21636,1
566451,2017-10-11,22277,4
566451,2017-10-11,21506,1
566451,2017-10-11,22029,3
566451,2017-10-11,22035,1
566451,2017-10-11,22030,315
566451,2017-10-11,22037,1
566451,2017-10-11,21636,1
566451,2017-10-11,20829,1
566451,2017-10-11,20712,1
566451,2017-10-11,21155,21
566451,2017-10-11,22158,1
566451,2017-10-11,22155,3
566451,2017-10-11,22153,1
566451,2017-10-11,22154,1
566451,2017-10-11,22295,1
566451,2017-10-11,22296,2
566451,2017-10-11,21262,1
566452,2017-10-11,22306,1
566452,2017-10-11,22307,1
566453,2017-10-11,21988,1
566453,2017-10-11,21179,2
566455,2017-10-11,22078,2
566477,2017-10-12,22191,2
566477,2017-10-12,22077,2
566477,2017-10-12,22113,1
566479,2017-10-12,22169,1
566480,2017-10-12,21931,2
566480,2017-10-12,20713,3
566480,2017-10-12,20724,1
566481,2017-10-12,20713,10
566482,2017-10-12,21159,1
566482,2017-10-12,21292,4
566482,2017-10-12,20712,1
566482,2017-10-12,20726,6
566482,2017-10-12,20686,1
566482,2017-10-12,21158,1
566482,2017-10-12,21985,5
566482,2017-10-12,21411,1
566482,2017-10-12,21289,1
566482,2017-10-12,21291,1
566482,2017-10-12,22193,1
566482,2017-10-12,20713,10
566482,2017-10-12,20728,1
566482,2017-10-12,22139,12
566482,2017-10-12,22179,30
566482,2017-10-12,22114,1
566482,2017-10-12,22112,1
566482,2017-10-12,21931,1
566482,2017-10-12,21739,4
566482,2017-10-12,20772,1
566482,2017-10-12,22138,1
566482,2017-10-12,20725,2
566482,2017-10-12,21917,10
566482,2017-10-12,20996,1
566482,2017-10-12,21115,1
566482,2017-10-12,21116,1
566482,2017-10-12,20771,1
566482,2017-10-12,22111,1
566482,2017-10-12,20685,20
566483,2017-10-12,21891,1
566483,2017-10-12,21889,1
566483,2017-10-12,21915,1
566483,2017-10-12,22142,4
566483,2017-10-12,22141,1
566483,2017-10-12,22144,1
566483,2017-10-12,21498,7
566484,2017-10-12,21212,1
566484,2017-10-12,22077,3
566484,2017-10-12,20979,30
566486,2017-10-12,21912,1
566486,2017-10-12,21888,2
566487,2017-10-12,22090,1
566487,2017-10-12,20974,6
566487,2017-10-12,21380,10
566487,2017-10-12,21212,1
566488,2017-10-12,22191,1
566488,2017-10-12,22189,1
566489,2017-10-12,21524,30
566489,2017-10-12,21584,2
566489,2017-10-12,22212,2
566489,2017-10-12,21669,3
566489,2017-10-12,21670,1
566489,2017-10-12,21672,1
566489,2017-10-12,21668,1
566489,2017-10-12,21673,2
566489,2017-10-12,21672,1
566489,2017-10-12,21754,12
566489,2017-10-12,22173,1
566489,2017-10-12,22191,1
566489,2017-10-12,22193,1
566489,2017-10-12,21591,1
566491,2017-10-12,22025,5
566491,2017-10-12,21790,1
566491,2017-10-12,22178,30
566491,2017-10-12,22030,2
566492,2017-10-12,21232,1
566494,2017-10-12,21210,1
566495,2017-10-12,21035,10
566495,2017-10-12,21808,2
566495,2017-10-12,21982,1
566495,2017-10-12,21984,1
566495,2017-10-12,21967,3
566495,2017-10-12,21212,1
566495,2017-10-12,21977,1
566495,2017-10-12,21983,1
566495,2017-10-12,21982,1
566495,2017-10-12,21980,1
566495,2017-10-12,21494,1
566495,2017-10-12,20674,1
566495,2017-10-12,20675,1
566495,2017-10-12,20676,1
566495,2017-10-12,20677,1
566495,2017-10-12,21035,1
566495,2017-10-12,21156,2
566495,2017-10-12,20668,1
566495,2017-10-12,20774,4
566495,2017-10-12,20755,2
566495,2017-10-12,20757,1
566495,2017-10-12,20754,1
566495,2017-10-12,20752,1
566495,2017-10-12,21060,1
566495,2017-10-12,21061,3
566495,2017-10-12,21063,1
566495,2017-10-12,21058,1
566495,2017-10-12,21563,1
566495,2017-10-12,21833,1
566495,2017-10-12,21121,6
566495,2017-10-12,21122,1
566495,2017-10-12,21124,1
566495,2017-10-12,16156,1
566495,2017-10-12,20723,1
566495,2017-10-12,20728,4
566495,2017-10-12,20726,3
566495,2017-10-12,20724,1
566495,2017-10-12,20727,1
566495,2017-10-12,16162,1
566495,2017-10-12,21479,5
566495,2017-10-12,21481,2
566495,2017-10-12,21581,1
566495,2017-10-12,21576,25
566495,2017-10-12,21794,1
566495,2017-10-12,16162,1
566495,2017-10-12,16168,1
566495,2017-10-12,21788,1
566495,2017-10-12,21788,1
566495,2017-10-12,21464,2
566495,2017-10-12,21990,1
566495,2017-10-12,21992,15
566495,2017-10-12,21993,1
566495,2017-10-12,21918,1
566495,2017-10-12,21508,1
566495,2017-10-12,21506,1
566495,2017-10-12,21504,1
566495,2017-10-12,22029,1
566495,2017-10-12,22024,4
566518,2017-10-12,21524,1
566518,2017-10-12,21034,1
566518,2017-10-12,22131,1
566518,2017-10-12,20754,1
566518,2017-10-12,22173,1
566518,2017-10-12,21034,2
566518,2017-10-12,21156,1
566518,2017-10-12,22138,1
566518,2017-10-12,21743,10
566518,2017-10-12,21829,1
566518,2017-10-12,21166,1
566518,2017-10-12,21524,1
566520,2017-10-12,22144,1
566520,2017-10-12,22141,2
566520,2017-10-12,21155,1
566520,2017-10-12,22138,1
566520,2017-10-12,21471,1
566520,2017-10-12,21217,2
566534,2017-10-12,20677,1
566534,2017-10-12,20719,1
566534,2017-10-12,20723,1
566534,2017-10-12,20724,7
566534,2017-10-12,20727,1
566534,2017-10-12,20728,4
566534,2017-10-12,21041,1
566534,2017-10-12,21154,16
566534,2017-10-12,21155,1
566534,2017-10-12,21212,1
566534,2017-10-12,21212,1
566534,2017-10-12,21213,2
566534,2017-10-12,21232,1
566534,2017-10-12,21239,5
566534,2017-10-12,21240,1
566534,2017-10-12,21244,2
566534,2017-10-12,21479,1
566534,2017-10-12,21481,3
566534,2017-10-12,21484,2
566534,2017-10-12,21668,1
566534,2017-10-12,21671,1
566534,2017-10-12,21672,3
566534,2017-10-12,22041,2
566534,2017-10-12,22112,1
566534,2017-10-12,22114,1
566534,2017-10-12,22197,1
566537,2017-10-12,21314,1
566539,2017-10-12,20725,2
566539,2017-10-12,20726,1
566539,2017-10-12,22111,1
566539,2017-10-12,22112,30
566539,2017-10-12,21086,1
566539,2017-10-12,21210,1
566539,2017-10-12,15036,1
566554,2017-10-12,20728,2
566554,2017-10-12,20749,1
566554,2017-10-12,21936,1
566554,2017-10-12,21175,5
566554,2017-10-12,22149,1
566554,2017-10-12,20972,2
566554,2017-10-12,21929,4
566554,2017-10-12,20727,3
566555,2017-10-12,20727,1
566557,2017-10-12,20970,1
566557,2017-10-12,21485,1
566557,2017-10-12,22113,1
566557,2017-10-12,21770,1
566557,2017-10-12,22086,1
566558,2017-10-12,15056,5
566558,2017-10-12,15056,3
566558,2017-10-12,21787,1
566558,2017-10-12,20829,1
566558,2017-10-12,21428,1
566558,2017-10-12,22179,5
566558,2017-10-12,21928,1
566558,2017-10-12,21929,1
566558,2017-10-12,20711,1
566558,2017-10-12,21930,5
566558,2017-10-12,20712,10
566559,2017-10-12,22114,1
566559,2017-10-12,21232,1
566559,2017-10-12,21231,1
566559,2017-10-12,22191,2
566559,2017-10-12,22193,2
566560,2017-10-12,20963,2
566560,2017-10-12,22139,5
566560,2017-10-12,20979,1
566560,2017-10-12,22131,1
566560,2017-10-12,21829,1
566560,2017-10-12,22092,1
566560,2017-10-12,22096,1
566561,2017-10-12,22029,1
566561,2017-10-12,22045,1
566561,2017-10-12,22026,20
566561,2017-10-12,22048,1
566561,2017-10-12,22030,2
566561,2017-10-12,21504,2
566561,2017-10-12,21930,1
566561,2017-10-12,20727,1
566561,2017-10-12,20725,1
566561,2017-10-12,20726,2
566561,2017-10-12,20972,1
566561,2017-10-12,20971,1
566561,2017-10-12,22274,1
566561,2017-10-12,22273,1
566561,2017-10-12,22271,1
566561,2017-10-12,21981,1
566561,2017-10-12,21980,1
566561,2017-10-12,22197,10
566561,2017-10-12,21915,50
566561,2017-10-12,21790,1
566561,2017-10-12,21916,1
566561,2017-10-12,21918,2
566561,2017-10-12,21791,50
566561,2017-10-12,21156,1
566561,2017-10-12,21212,5
566561,2017-10-12,21977,2
566561,2017-10-12,21213,1
566562,2017-10-12,21240,2
566562,2017-10-12,21239,1
566562,2017-10-12,21238,1
566562,2017-10-12,21503,1
566562,2017-10-12,22045,1
566562,2017-10-12,21703,6
566562,2017-10-12,22029,1
566562,2017-10-12,22037,1
566562,2017-10-12,21912,3
566562,2017-10-12,21892,20
566562,2017-10-12,21381,2
566562,2017-10-12,21380,1
566562,2017-10-12,20969,1
566562,2017-10-12,20970,15
566562,2017-10-12,21328,1
566562,2017-10-12,15036,1
566562,2017-10-12,20996,2
566562,2017-10-12,22139,1
566562,2017-10-12,22042,1
566562,2017-10-12,22141,1
566562,2017-10-12,22144,3
566562,2017-10-12,22086,3
566563,2017-10-12,21671,1
566563,2017-10-12,21672,1
566563,2017-10-12,21670,1
566563,2017-10-12,21669,1
566563,2017-10-12,21668,25
566563,2017-10-12,21216,1
566563,2017-10-12,22151,3
566563,2017-10-12,22236,1
566563,2017-10-12,21844,5
566563,2017-10-12,20984,1
566564,2017-10-12,20723,1
566564,2017-10-12,20724,1
566564,2017-10-12,20724,1
566564,2017-10-12,20726,1
566564,2017-10-12,17012,1
566564,2017-10-12,17012,1
566564,2017-10-12,17012,1
566564,2017-10-12,17012,1
566564,2017-10-12,17012,4
566564,2017-10-12,21774,1
566566,2017-10-12,22108,1
566566,2017-10-12,22131,1
566566,2017-10-12,22144,1
566566,2017-10-12,22151,1
566566,2017-10-12,22156,1
566566,2017-10-12,22227,3
566566,2017-10-12,20718,100
566566,2017-10-12,20724,1
566566,2017-10-12,20733,1
566566,2017-10-12,20956,1
566566,2017-10-12,20971,1
566566,2017-10-12,20972,1
566566,2017-10-12,21258,2
566566,2017-10-12,21468,1
566566,2017-10-12,21494,1
566566,2017-10-12,21564,15
566566,2017-10-12,21684,2
566566,2017-10-12,21739,2
566566,2017-10-12,21791,20
566566,2017-10-12,21818,1
566566,2017-10-12,21866,1
566566,2017-10-12,21914,2
566566,2017-10-12,22027,24
566566,2017-10-12,22086,1
566567,2017-10-12,20713,1
566567,2017-10-12,20712,1
566567,2017-10-12,21930,1
566571,2017-10-12,22083,1
566571,2017-10-12,21787,3
566571,2017-10-12,22191,3
566571,2017-10-12,22193,1
566571,2017-10-12,22144,8
566571,2017-10-12,21166,1
566571,2017-10-12,21181,1
566571,2017-10-12,21175,1
566571,2017-10-12,21169,4
566571,2017-10-12,22114,1
566571,2017-10-12,22138,1
566571,2017-10-12,21931,20
566571,2017-10-12,22150,4
566571,2017-10-12,22149,10
566571,2017-10-12,20971,3
566571,2017-10-12,20972,3
566572,2017-10-12,21917,1
566572,2017-10-12,20969,1
566572,2017-10-12,21754,3
566572,2017-10-12,22185,1
566572,2017-10-12,21136,1
566572,2017-10-12,21539,1
566576,2017-10-12,20914,1
566576,2017-10-12,20727,14
566577,2017-10-12,15056,1
566577,2017-10-12,15056,7
566577,2017-10-12,20711,45
566577,2017-10-12,20712,2
566577,2017-10-12,20713,1
566577,2017-10-12,20718,1
566577,2017-10-12,20726,1
566577,2017-10-12,21035,3
566577,2017-10-12,21156,2
566577,2017-10-12,21217,2
566577,2017-10-12,21430,1
566577,2017-10-12,21682,2
566577,2017-10-12,21731,1
566577,2017-10-12,21770,1
566577,2017-10-12,21790,2
566577,2017-10-12,21928,1
566577,2017-10-12,21930,1
566577,2017-10-12,21931,1
566577,2017-10-12,21948,1
566577,2017-10-12,21949,1
566577,2017-10-12,22069,1
566577,2017-10-12,22077,1
566577,2017-10-12,22086,2
566577,2017-10-12,22109,1
566577,2017-10-12,22144,1
566577,2017-10-12,22161,1
566577,2017-10-12,22173,1
566577,2017-10-12,22179,1
566577,2017-10-12,22200,1
566577,2017-10-12,22207,1
566580,2017-10-12,20728,1
566580,2017-10-12,20725,1
566580,2017-10-12,21485,2
566580,2017-10-12,22111,1
566580,2017-10-12,22086,7
566581,2017-10-12,21314,6
566581,2017-10-12,22158,3
566581,2017-10-12,22297,1
566581,2017-10-12,21822,2
566581,2017-10-12,22296,1
566581,2017-10-12,22086,1
566581,2017-10-12,21733,3
566581,2017-10-12,22147,1
566581,2017-10-12,22273,1
566581,2017-10-12,22271,1
566581,2017-10-12,21899,15
566581,2017-10-12,21902,4
566581,2017-10-12,21136,2
566581,2017-10-12,21169,1
566581,2017-10-12,21908,1
566581,2017-10-12,21181,1
566581,2017-10-12,21166,12
